word,pos,meaning,example,frequency,source_rank,other_spellings,source_dataset,redbook_page,redbook_index
delusion,n.,错觉，谬⻅；妄想，幻想,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5722
democrat,n.,⺠主党党员；⺠主⼈⼠,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5723
demolition,n.,摧毁，拆除；完胜,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5724
demonstration,n.,⽰威游⾏；演⽰；证明，说明,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5725
demoralization,n.,泄⽓，⼠⽓低落,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5726
dependency,n.,依赖；瘾；附属国,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5727
depredation,n.,掠夺，劫掠，破坏,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5728
designer,n. adj.,设计师，设计者 由著名设计师设计的,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5729
detrimental,adj.,有危害的，不利的,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5730
diligence,n.,勤奋，勤勉,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5731
dimensional,adj.,…维的，…维度的,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5732
diplomacy,n.,外交；⼿腕，⼿段，策略,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5733
dire,adj.,极其严重的，危急的；极糟的,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5734
disapproval,n.,不赞同，反对,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5735
disbelief,n.,不信，怀疑,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5736
disconcert,vt.,使不安，使困惑,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5737
discontinue,vt.,终⽌，中断；停⽌ (⽣产),,,,,3056810551/2027-kaoyan-english-redbook-json,287,5738
dishonor,n. vt.,耻辱，丢脸 使蒙受耻辱；违背，违反,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5739
disinfect,vt.,给…消毒；给(计算机)杀毒,,,,,3056810551/2027-kaoyan-english-redbook-json,287,5740
dismal,adj.,忧郁的，凄凉的；差劲的,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5741
disparity,n.,(尤指不公正的) 不同，差异,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5742
disposable,adj. n.,⼀次性的；可⾃由⽀配的 ⼀次性⽤品,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5743
disregard,vt. n.,不理会，不顾，忽视 忽视，轻视,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5744
disruptive,adj.,破坏性的，制造混乱的，捣乱的,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5745
dissatisfaction,n.,不满意,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5746
diversity,n.,多样性；各种各样的⼈或事,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5747
doctoral,adj.,博⼠的，博⼠学位的,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5748
dogma,n.,教条，教义，教理,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5749
dominance,n.,优势，⽀配地位,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5750
dormant,adj.,休眠的，蛰伏的,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5751
double-glaze,vt.,给…安装双层玻璃,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5752
doubtless,adv.,⽆疑地，⼏乎肯定地,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5753
download,vt. n.,下载 下载 (的⽂件),,,,,3056810551/2027-kaoyan-english-redbook-json,288,5754
downside,n.,缺点，不利⽅⾯,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5755
downtime,n.,(计算机的) 停机时间；休息,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5756
downturn,n.,(商业经济的) 衰退，衰退期,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5757
drainage,n.,排⽔，排⽔系统,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5758
dramatically,adv.,急剧地，剧烈地；戏剧性地,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5759
drawn-out,adj.,拖得太久的，冗⻓的,,,,,3056810551/2027-kaoyan-english-redbook-json,288,5760
dropout,n.,辍学者,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5761
dub,vt.,将…戏称为；为…配⾳,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5762
dungeon,n.,(城堡⾥的) 地牢,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5763
duo,n.,⼆⼈组合，⼀对搭档,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5764
eagerness,n.,热切，渴望，热⼼,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5765
economist,n.,经济学家,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5766
ecosystem,n.,⽣态系统,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5767
educator,n.,教师，教育⼯作者；教育家,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5768
effectively,adv.,有效地；实际上,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5769
efficacy,n.,有效性，功效,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5770
electronics,n.,电⼦学；电⼦技术；电⼦设备,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5771
elevation,n.,海拔，⾼度；提拔，晋升，提升,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5772
elitism,n.,精英统治，精英主义,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5773
embodiment,n.,某事物的化⾝ (体现),,,,,3056810551/2027-kaoyan-english-redbook-json,289,5774
emissary,n.,特使，密使,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5775
emission,n.,排放物；(光、热等的) 排放,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5776
enact,vt.,通过 (法案)；演出；使发⽣,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5777
enchantingly,adv.,迷⼈地，令⼈陶醉地，使⼈喜悦地,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5778
endanger,vt.,危及，使处于险境,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5779
engender,vt.,产⽣，引起 ，导致,,,,,3056810551/2027-kaoyan-english-redbook-json,289,5780
engrave,vt.,在…上雕刻,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5781
enigma,n.,难解之谜，费解的⼈,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5782
enrage,vt.,激怒，触怒,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5783
entourage,n.,随⾏⼈员，随从,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5784
enviable,adj.,令⼈羡慕的，引起忌妒的,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5785
envision,vt.,设想，展望,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5786
errand,n.,差事，跑腿,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5787
essentially,adv.,本质上，根本上，基本上,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5788
ethical,adj.,伦理的，道德的；合乎道德的,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5789
ethnicity,n.,种族渊源，种族特点,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5790
ethos,n.,精神特质，道德思想,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5791
everlasting,adj.,永久的，永恒的；没完没了的,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5792
exacerbate,vt.,使恶化，使加剧,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5793
excavation,n.,发掘，挖掘；挖掘现场,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5794
exclusionary,adj.,排斥 (性) 的，排除在外的,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5795
exemplary,adj.,典范的，可作榜样的,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5796
explicatory,adj.,解释的，说明的,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5797
exploration,n.,探索，勘探；研究，探究,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5798
extracurricular,adj.,课外的；婚外的,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5799
extraordinarily,adv.,极其，特别地,,,,,3056810551/2027-kaoyan-english-redbook-json,290,5800
facial,adj. n.,⾯部的，脸上的 ⾯部护理,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5801
factoid,n.,有趣消息；仿真陈述,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5802
fad,n.,⼀时的⻛尚，短暂的狂热,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5803
fairness,n.,公正，公平，合理,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5804
falsehood,n.,虚假；谎⾔；说谎,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5805
farcical,adj.,荒唐的，荒谬的，可笑的,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5806
fearsome,adj.,很可怕的，⼗分吓⼈的,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5807
fend,vt. vi.,避开 照料，谋⽣,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5808
feverish,adj.,发烧的；狂热的，焦虑不安的,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5809
filing,n.,存档；存档档案；锉屑,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5810
fitness,n.,健康；就某事⽽⾔的适合,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5811
fixation,n.,迷恋，痴迷；直视，注视；固定,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5812
flagship,n.,旗舰；旗舰产品，旗舰商店,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5813
flexibility,n.,灵活性，可变性；柔韧性,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5814
flip,vi. vt. n.,(使) 快速翻转 弹，抛；按；迅速转售 ⼗分⽓愤，异常激动，神志不清 空翻，筋⽃,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5815
fluster,n. vt.,慌乱，慌张 使紧张，使慌乱,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5816
foe,n.,敌⼈，仇敌,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5817
folklore,n.,⺠间传说，⺠俗,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5818
forefather,n.,祖先，祖辈,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5819
foresight,n.,先⻅之明，预⻅，深谋远虑,,,,,3056810551/2027-kaoyan-english-redbook-json,291,5820
forthright,adj.,直率的，坦诚的,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5821
founder,n. vi.,创办⼈，创⽴者 失败；沉没,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5822
framer,n.,筹划者，构想者；镶框者,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5823
freshman,n.,(⾼中或⼤学的) ⼀年级学⽣,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5824
frizzle,vt.,把…烫卷曲，把…烤焦,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5825
frugal,adj.,节约的，节俭的；(饭菜) 简单的,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5826
fully,adv.,完全地，充分地；⾜⾜，⾄少,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5827
funding,n.,资⾦，拨款,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5828
furlough,n. vt.,停薪休假；(⼠兵) 休假；出狱假 准许…休假,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5829
futurologist,n.,未来学家,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5830
gape,vi.,⽬瞪⼝呆地凝视；张开，裂开,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5831
gatekeeper,n.,看⻔⼈；把关者，把关系统,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5832
generative,adj.,能⽣产的，有⽣产能⼒的,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5833
genetically,adv.,与遗传有关地，从基因⽅⾯,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5834
geneticist,n.,遗传学家,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5835
genome,n.,基因组,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5836
geocentric,adj.,以地球为中⼼的,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5837
geographic,adj.,地理的，地理学的,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5838
gig,n. vi.,现场演出；临时⼯作；轻便⻢⻋ 公开演奏,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5839
glowingly,adv.,热情赞扬地,,,,,3056810551/2027-kaoyan-english-redbook-json,292,5840
gospel,n.,福⾳书；福⾳；绝对真理,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5841
granite,n.,花岗岩,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5842
granny,n.,奶奶，姥姥,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5843
grapple,vi. vt.,扭打，搏⽃ 努⼒设法解决,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5844
grassland,n.,草地，草场,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5845
grassroots,adj. n.,草根的，⺠众的 普通⺠众，草根阶层,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5846
gratification,n.,满⾜，满意，令⼈喜悦的事物,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5847
greengrocer,n.,蔬菜⽔果店；果菜商,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5848
grievance,n.,不平的事，委屈,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5849
groom,vt. n.,洗刷 (动物)；训练，栽培 新郎；⻢夫，⻢倌,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5850
guardianship,n.,监护⼈的⾝份，监护地位,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5851
habitually,adv.,习惯性地，惯常地,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5852
hack,vi. vt. n.,劈，砍；⾮法侵⼊ (计算机) 骑⻢ 雇佣⽂⼈；杂务⼈员；出租⻋,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5853
halve,vi. vt.,(使) 减半 将…对半分,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5854
hamlet,n.,⼩村庄，⼩村⼦,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5855
hard-line,adj.,⽴场坚定的，强硬的,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5856
hasten,vt. vi.,加速，加快 急忙做 (某事)；赶往 (某处),,,,,3056810551/2027-kaoyan-english-redbook-json,293,5857
havoc,n.,灾害，祸患，浩劫,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5858
haze,n. vt.,烟雾，霾；迷糊，懵懂 欺凌 (新⽣),,,,,3056810551/2027-kaoyan-english-redbook-json,293,5859
headhunter,n.,猎头，物⾊⼈才的⼈,,,,,3056810551/2027-kaoyan-english-redbook-json,293,5860
hearty,adj.,热情的；精⼒充沛的；丰盛的,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5861
heavily,adv.,⾮常，⼤量地，严重地；沉重地,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5862
herbivore,n.,⻝草动物,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5863
heresy,n.,宗教异端；离经叛道的观点,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5864
heretic,n.,异教徒，异端分⼦,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5865
hierarchical,adj.,等级制的，按等级划分的,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5866
high-profile,adj.,引⼈注⽬的，⾼调的,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5867
hindrance,n.,阻碍，妨碍者,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5868
hoard,vi. vt. n.,贮藏，囤积 贮藏物,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5869
holistic,adj.,整体的，全⾯的；整体治疗的,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5870
homegrown,adj.,⾃家种的；本国产的，本地产的,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5871
homeless,adj. n.,⽆家可归的 ⽆家可归的⼈,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5872
hominid,n.,⼈科动物,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5873
hooray,int.,好极了，好哇,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5874
horrify,vt.,使惊恐，使震惊,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5875
horticultural,adj.,园艺的,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5876
hub,n.,(某地或活动的) 中⼼；轮毂,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5877
hunch,n. vi. vt.,预感，直觉 ⼸⾝，⼸背,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5878
hunter,n.,猎⼈；搜寻者；猎狐⻢,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5879
hurdle,n. vt. vi.,障碍，难关；跳栏；跨栏赛跑 (奔跑中) 跳跃，跨越,,,,,3056810551/2027-kaoyan-english-redbook-json,294,5880
husbandry,n.,农牧业；节俭使⽤，精打细算,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5881
hype,n. vt.,炒作，天花乱坠的⼴告宣传 ⼤肆宣传 (或吹捧),,,,,3056810551/2027-kaoyan-english-redbook-json,295,5882
idealism,n.,理想主义；唯⼼主义，唯⼼论,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5883
idealize,vt.,将…视为理想，将…理想化,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5884
illiberal,adj.,不开明的，(⾔论等) 不⾃由的 吝啬的，⼩⽓的,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5885
immigration,n.,移⺠，移⺠⼈数；移⺠局检查处,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5886
immoral,adj.,不道德的,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5887
impel,vt.,促使，驱策，迫使,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5888
impend,vi.,即将发⽣；(坏事) 逼近,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5889
impinge,vi.,对…不利，妨碍，侵犯,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5890
implausible,adj.,似乎不合情理的，难以置信的,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5891
impossibility,n.,不可能，不可能的事,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5892
impoverished,adj.,贫困的，⾚贫的；贫瘠的,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5893
impractical,adj.,不切实际的；(⼈) 不务实的,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5894
imprison,vt.,监禁，禁锢,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5895
improper,adj.,不合适的；不正当的；错误的,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5896
inaccurate,adj.,不准确的，有错误的,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5897
inadequacy,n.,不⾜，不充分；不称职；缺点,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5898
inappropriate,adj.,不适当的，不合适的,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5899
inarticulate,adj.,不善⾔辞的；发⾳不清楚的,,,,,3056810551/2027-kaoyan-english-redbook-json,295,5900
inborn,adj.,天⽣的，⽣来就有的,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5901
incite,vt.,煽动，⿎动,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5902
inclement,adj.,严寒的，狂⻛暴⾬的,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5903
inclination,n.,意向，倾向；斜坡，斜度；点头,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5904
incompatible,adj.,不相容的；合不来的；不兼容的,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5905
incompetent,adj. n.,⽆能⼒的，⽆法胜任的 ⽆能的⼈，⽆法胜任的⼈,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5906
incomplete,adj. n.,不完整的，不完全的，未完成的 (课程) 未修毕,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5907
inconclusive,adj.,⽆定论的，不确定的,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5908
incorrectly,adv.,不正确地，不真实地，错误地,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5909
indefensible,adj.,站不住脚的；⽆法防御的,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5910
indefinitely,adv.,⽆限期地,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5911
independently,adv.,独⽴地；分别地，单独地,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5912
indicator,n.,指标；指⽰器，指针；转向灯,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5913
indictment,n.,控告；起诉书；衰败迹象,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5914
indifference,n.,不感兴趣，不关⼼，冷淡,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5915
indirect,adj.,间接的；拐弯抹⻆的；绕远的,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5916
induct,vt.,使正式就职；吸收为成员,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5917
industrialization,n.,⼯业化,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5918
inedible,adj.,不能吃的，不宜⻝⽤的,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5919
ineffective,adj.,⽆效果的，不起作⽤的,,,,,3056810551/2027-kaoyan-english-redbook-json,296,5920
inefficient,adj.,效率低的，能⼒差的,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5921
inescapably,adv.,不可避免地，不容忽视地,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5922
inevitably,adv.,不可避免地，必然地,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5923
inexorable,adj.,不可阻挡的，⽆法改变的,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5924
inexpressible,adj.,(感情) 难以⾔传的，⽆法形容的,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5925
infancy,n.,婴⼉期；初期，初创期,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5926
inferiority,n.,低等，劣等,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5927
infirm,adj.,年⽼体弱的，病弱的,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5928
inflate,vt. vi.,(使) 充⽓，膨胀；(物价) 涨⾼ 夸⼤，吹嘘,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5929
info,n.,信息，消息,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5930
informal,adj.,⾮正式的；休闲的，⽇常穿的,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5931
informality,n.,⾮正式；不正式的举动,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5932
infuse,vt. vi.,使具有；全⾯影响；输注 泡，沏,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5933
ingenuity,n.,聪明才智，独创⼒,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5934
inherently,adv.,内在地，固有地,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5935
inherited,adj.,遗传的；继承的，继承得来的,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5936
inhuman,adj.,不⼈道的；⾮⼈类的,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5937
initiation,n.,创始，发起；⼊会，加⼊，⼊⻔,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5938
initiator,n.,创始⼈，发起者；引爆装置,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5939
injurious,adj.,有害的，致伤的,,,,,3056810551/2027-kaoyan-english-redbook-json,297,5940
innate,adj.,天⽣的，与⽣俱来的,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5941
innermost,adj.,内⼼深处的；最接近中⼼的,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5942
innovative,adj.,创新的，⾰新的，新颖的,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5943
innovator,n.,⾰新者，创新者,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5944
insatiable,adj.,不知⾜的，⽆法满⾜的,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5945
insensitive,adj.,漠然的，⽆动于衷的；⽆知觉的,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5946
insidious,adj.,潜伏的，隐藏的，暗中为害的,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5947
insightful,adj.,富有洞察⼒的，有深刻⻅解的,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5948
insignificant,adj.,不重要的，⽆⾜轻重的,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5949
insistence,n.,坚持，坚决要求，坚称,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5950
inspection,n.,检查；视察,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5951
instantaneously,adv.,⽴即地，即刻地,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5952
institutional,adj.,机构的；制度化的，根深蒂固的,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5953
insufficient,adj.,不充分的，不⾜的,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5954
intake,n.,摄取量；征召⼈数；进⼝,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5955
integration,n.,综合，整合；同化，融⼊；融合,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5956
intellect,n.,智⼒，领悟⼒；才智⾮凡的⼈,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5957
intensely,adv.,极其；(活动) 激烈地；强烈地,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5958
intentionally,adv.,有意地，故意地,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5959
intently,adv.,专⼼地，专注地,,,,,3056810551/2027-kaoyan-english-redbook-json,298,5960
interactive,adj.,(⼈机) 交互的；互动的,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5961
interdependence,n.,互相依赖,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5962
intermarriage,n.,通婚；近亲结婚,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5963
interpersonal,adj.,⼈际的,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5964
interplay,n.,相互作⽤，相互影响,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5965
interpretation,n.,解释，解读，说明；表演，演绎,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5966
interprovincial,adj.,省与省之间的，省际的,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5967
interviewee,n.,被⾯试者，被采访者,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5968
interviewer,n.,⾯试官，采访者,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5969
introductory,adj.,序⾔的；⼊⻔的；(新品) 试销的,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5970
intrusion,n.,闯⼊；⼲扰，侵扰,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5971
intuitively,adv.,直觉地，直观地,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5972
invalidate,vt.,使⽆效，使作废；证明…错误,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5973
inventiveness,n.,有创造⼒，有创意,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5974
inventor,n.,发明者，发明家,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5975
investor,n.,投资者，投资机构,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5976
involuntarily,adv.,⾮⾃愿地，不⾃觉地,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5977
ironic,adj.,(情况) 有讽刺意味的；讽刺的,,,,,3056810551/2027-kaoyan-english-redbook-json,299,5978
