word,pos,meaning,example,frequency,source_rank,other_spellings,source_dataset
exhibit,,展览,,101,1399,,exam-data/NETEMVocabulary
block,,块、阻止、街区,,101,1400,,exam-data/NETEMVocabulary
blue,,蓝色的,,101,1401,,exam-data/NETEMVocabulary
blame,,责备,,100,1402,,exam-data/NETEMVocabulary
proper,,正确的、适当的,,100,1403,,exam-data/NETEMVocabulary
invest,,投资,,100,1404,,exam-data/NETEMVocabulary
tough,,艰难的,,100,1405,,exam-data/NETEMVocabulary
star,,星、恒星,,100,1406,,exam-data/NETEMVocabulary
actual,,实在的,,100,1407,,exam-data/NETEMVocabulary
grammar,,语法,,100,1408,,exam-data/NETEMVocabulary
peace,,和平,,100,1409,,exam-data/NETEMVocabulary
otherwise,,否则,,99,1410,otherwize,exam-data/NETEMVocabulary
emphasis,,强调,,99,1411,,exam-data/NETEMVocabulary
efficient,,有效的、能胜任的,,99,1412,,exam-data/NETEMVocabulary
survival,,幸存,,99,1413,,exam-data/NETEMVocabulary
escape,,逃跑,,99,1414,,exam-data/NETEMVocabulary
import,,进口、进口商品,,99,1415,,exam-data/NETEMVocabulary
club,,俱乐部,,99,1416,,exam-data/NETEMVocabulary
red,,红色的,,99,1417,,exam-data/NETEMVocabulary
invention,,发明,,98,1418,,exam-data/NETEMVocabulary
discovery,,发现,,98,1419,,exam-data/NETEMVocabulary
agent,,代理,,98,1420,,exam-data/NETEMVocabulary
dominate,,支配、占优势,,98,1421,,exam-data/NETEMVocabulary
pace,,速度、行进,,98,1422,,exam-data/NETEMVocabulary
element,,元素、要素,,98,1423,,exam-data/NETEMVocabulary
impose,,把……强加于,,98,1424,,exam-data/NETEMVocabulary
vote,,投票、选票,,98,1425,,exam-data/NETEMVocabulary
yes,,是,,98,1426,,exam-data/NETEMVocabulary
narrow,,狭窄的,,98,1427,,exam-data/NETEMVocabulary
transfer,,转移、传输,,98,1428,,exam-data/NETEMVocabulary
copy,,复制,,98,1429,,exam-data/NETEMVocabulary
vary,,改变,,98,1430,,exam-data/NETEMVocabulary
participate,,参与、分享,,98,1431,,exam-data/NETEMVocabulary
advise,,劝告、建议,,98,1432,advize,exam-data/NETEMVocabulary
loan,,贷款、借出,,98,1433,,exam-data/NETEMVocabulary
demonstrate,,论证、说明,,97,1434,,exam-data/NETEMVocabulary
fundamental,,基础的、根本的,,97,1435,,exam-data/NETEMVocabulary
origin,,起源,,97,1436,,exam-data/NETEMVocabulary
recommend,,推荐,,97,1437,,exam-data/NETEMVocabulary
valuable,,有价值的、贵重的,,97,1438,,exam-data/NETEMVocabulary
addition,,加,,97,1439,,exam-data/NETEMVocabulary
contract,,合同、缩小,,97,1440,,exam-data/NETEMVocabulary
description,,描述,,97,1441,,exam-data/NETEMVocabulary
alcohol,,酒精,,97,1442,,exam-data/NETEMVocabulary
district,,地区,,97,1443,,exam-data/NETEMVocabulary
dry,,干燥的,,97,1444,,exam-data/NETEMVocabulary
evening,,傍晚,,97,1445,,exam-data/NETEMVocabulary
breakfast,,早饭,,97,1446,,exam-data/NETEMVocabulary
gene,,基因,,96,1447,,exam-data/NETEMVocabulary
wave,,招手,,96,1448,,exam-data/NETEMVocabulary
moreover,,而且、此外,,96,1449,,exam-data/NETEMVocabulary
capable,,有能力的,,96,1450,,exam-data/NETEMVocabulary
ordinary,,普通的,,96,1451,,exam-data/NETEMVocabulary
strengthen,,加强,,96,1452,,exam-data/NETEMVocabulary
suggestion,,建议,,96,1453,,exam-data/NETEMVocabulary
cash,,现金,,96,1454,,exam-data/NETEMVocabulary
secret,,秘密,,96,1455,,exam-data/NETEMVocabulary
quarter,,四分之一、季度,,96,1456,,exam-data/NETEMVocabulary
thought,,思想、想法,,96,1457,,exam-data/NETEMVocabulary
persuade,,说服,,96,1458,,exam-data/NETEMVocabulary
software,,软件,,96,1459,,exam-data/NETEMVocabulary
afraid,,害怕的,,96,1460,,exam-data/NETEMVocabulary
steal,,偷,,96,1461,,exam-data/NETEMVocabulary
evolution,,进化,,95,1462,,exam-data/NETEMVocabulary
corporation,,公司、法人,,95,1463,,exam-data/NETEMVocabulary
homework,,作业,,95,1464,,exam-data/NETEMVocabulary
sight,,视野、景象,,95,1465,,exam-data/NETEMVocabulary
athlete,,运动员,,95,1466,,exam-data/NETEMVocabulary
outcome,,结果,,95,1467,,exam-data/NETEMVocabulary
surface,,表面,,95,1468,,exam-data/NETEMVocabulary
apart,,相隔、分开,,95,1469,,exam-data/NETEMVocabulary
pleasure,,愉快、乐事,,95,1470,,exam-data/NETEMVocabulary
entry,,进入,,95,1471,,exam-data/NETEMVocabulary
justice,,公平、审判,,94,1472,,exam-data/NETEMVocabulary
electricity,,电、电学,,94,1473,,exam-data/NETEMVocabulary
notice,,注意、通知,,94,1474,,exam-data/NETEMVocabulary
final,,最终的,,94,1475,,exam-data/NETEMVocabulary
rarely,,罕见地、几乎不,,94,1476,,exam-data/NETEMVocabulary
privacy,,隐私,,94,1477,,exam-data/NETEMVocabulary
email,,电子邮件,,94,1478,,exam-data/NETEMVocabulary
cycle,,骑自行车、周期,,94,1479,,exam-data/NETEMVocabulary
satellite,,卫星,,94,1480,,exam-data/NETEMVocabulary
burden,,负担,,94,1481,,exam-data/NETEMVocabulary
king,,君主,,94,1482,,exam-data/NETEMVocabulary
salary,,薪水,,94,1483,,exam-data/NETEMVocabulary
mountain,,山,,94,1484,,exam-data/NETEMVocabulary
religious,,宗教的、虔诚的,,93,1485,,exam-data/NETEMVocabulary
guarantee,,保障,,93,1486,,exam-data/NETEMVocabulary
annual,,每年的、全年的,,93,1487,,exam-data/NETEMVocabulary
ease,,减轻,,93,1488,,exam-data/NETEMVocabulary
telephone,,电话、打电话,,93,1489,,exam-data/NETEMVocabulary
garden,,花园、园艺,,93,1490,,exam-data/NETEMVocabulary
comfort,,舒适、安慰,,93,1491,,exam-data/NETEMVocabulary
request,,请求,,93,1492,,exam-data/NETEMVocabulary
foundation,,基础、地基,,93,1493,,exam-data/NETEMVocabulary
lunch,,午饭,,93,1494,,exam-data/NETEMVocabulary
engine,,引擎,,93,1495,,exam-data/NETEMVocabulary
symbol,,符号、象征,,93,1496,,exam-data/NETEMVocabulary
earthquake,,地震,,93,1497,,exam-data/NETEMVocabulary
arise,,形成、上升,,92,1498,arize,exam-data/NETEMVocabulary
partly,,部分地,,92,1499,,exam-data/NETEMVocabulary
existence,,存在,,92,1500,,exam-data/NETEMVocabulary
rapid,,快的,,92,1501,,exam-data/NETEMVocabulary
willing,,情愿的,,92,1502,,exam-data/NETEMVocabulary
curiosity,,好奇心,,92,1503,,exam-data/NETEMVocabulary
childhood,,幼年,,92,1504,,exam-data/NETEMVocabulary
tie,,系,,92,1505,,exam-data/NETEMVocabulary
climb,,攀爬,,92,1506,,exam-data/NETEMVocabulary
net,,网、净的,,91,1507,,exam-data/NETEMVocabulary
none,,没有,,91,1508,,exam-data/NETEMVocabulary
widespread,,遍布的,,91,1509,,exam-data/NETEMVocabulary
stem,,茎、词干,,91,1510,,exam-data/NETEMVocabulary
abandon,,抛弃,,91,1511,,exam-data/NETEMVocabulary
pound,,英镑、磅,,91,1512,,exam-data/NETEMVocabulary
custom,,习惯、惠顾,,91,1513,,exam-data/NETEMVocabulary
fee,,费用,,91,1514,,exam-data/NETEMVocabulary
island,,岛,,91,1515,,exam-data/NETEMVocabulary
suitable,,合适的,,90,1516,,exam-data/NETEMVocabulary
favor,,喜欢、赞同,,90,1517,favour,exam-data/NETEMVocabulary
secure,,使安全、争取到,,90,1518,,exam-data/NETEMVocabulary
presence,,出席、存在,,90,1519,,exam-data/NETEMVocabulary
transport,,运输,,90,1520,,exam-data/NETEMVocabulary
independent,,独立的、私营的,,90,1521,,exam-data/NETEMVocabulary
notion,,概念、见解、打算,,90,1522,,exam-data/NETEMVocabulary
distinguish,,区别、使有特色,,90,1523,,exam-data/NETEMVocabulary
collection,,收藏,,90,1524,,exam-data/NETEMVocabulary
perspective,,观点、判断力,,90,1525,,exam-data/NETEMVocabulary
careful,,小心的、细致的,,90,1526,,exam-data/NETEMVocabulary
toy,,玩具,,90,1527,,exam-data/NETEMVocabulary
friendship,,友谊,,90,1528,,exam-data/NETEMVocabulary
throw,,扔,,90,1529,,exam-data/NETEMVocabulary
ambition,,雄心、志向,,89,1530,,exam-data/NETEMVocabulary
giant,,巨人、巨大的,,89,1531,,exam-data/NETEMVocabulary
definition,,定义、清晰度,,89,1532,,exam-data/NETEMVocabulary
height,,高度、身高,,89,1533,,exam-data/NETEMVocabulary
reject,,拒绝,,89,1534,,exam-data/NETEMVocabulary
disappear,,消失,,89,1535,,exam-data/NETEMVocabulary
typical,,典型的,,89,1536,,exam-data/NETEMVocabulary
dark,,黑暗的、深色的,,89,1537,,exam-data/NETEMVocabulary
suit,,适合,,89,1538,,exam-data/NETEMVocabulary
quit,,退出,,89,1539,,exam-data/NETEMVocabulary
leadership,,领导,,89,1540,,exam-data/NETEMVocabulary
behave,,表现,,89,1541,,exam-data/NETEMVocabulary
inspire,,激发,,89,1542,,exam-data/NETEMVocabulary
youth,,青春、年轻人,,89,1543,,exam-data/NETEMVocabulary
violence,,暴力、狂热,,89,1544,,exam-data/NETEMVocabulary
monitor,,监视器,,89,1545,,exam-data/NETEMVocabulary
kitchen,,厨房,,89,1546,,exam-data/NETEMVocabulary
phenomenon,,现象,,88,1547,,exam-data/NETEMVocabulary
physician,,医师,,88,1548,,exam-data/NETEMVocabulary
actor,,男演员,,88,1549,,exam-data/NETEMVocabulary
extent,,程度、范围,,88,1550,,exam-data/NETEMVocabulary
jump,,跳,,88,1551,,exam-data/NETEMVocabulary
proportion,,部分、比例,,88,1552,,exam-data/NETEMVocabulary
egg,,蛋、卵,,88,1553,,exam-data/NETEMVocabulary
pursue,,追求,,88,1554,,exam-data/NETEMVocabulary
complicated,,错综复杂的,,88,1555,,exam-data/NETEMVocabulary
bracket,,括号,,87,1556,,exam-data/NETEMVocabulary
solar,,太阳能的、太阳的,,87,1557,,exam-data/NETEMVocabulary
duty,,责任,,87,1558,,exam-data/NETEMVocabulary
recall,,回忆、召回,,87,1559,,exam-data/NETEMVocabulary
winter,,冬季,,87,1560,,exam-data/NETEMVocabulary
assistant,,助手,,87,1561,,exam-data/NETEMVocabulary
coffee,,咖啡,,87,1562,,exam-data/NETEMVocabulary
overseas,,外国的、在海外,,87,1563,,exam-data/NETEMVocabulary
crash,,碰撞,,87,1564,,exam-data/NETEMVocabulary
river,,河流,,87,1565,,exam-data/NETEMVocabulary
weekend,,周末,,87,1566,,exam-data/NETEMVocabulary
administration,,管理、政府,,86,1567,,exam-data/NETEMVocabulary
excessive,,过多的,,86,1568,,exam-data/NETEMVocabulary
path,,小道,,86,1569,,exam-data/NETEMVocabulary
productive,,盛产的、富有成效的,,86,1570,,exam-data/NETEMVocabulary
enormous,,巨大的,,86,1571,,exam-data/NETEMVocabulary
conservation,,保护、保存,,86,1572,,exam-data/NETEMVocabulary
urge,,催促、敦促,,86,1573,,exam-data/NETEMVocabulary
concentrate,,集中,,86,1574,,exam-data/NETEMVocabulary
impression,,印象,,86,1575,,exam-data/NETEMVocabulary
worldwide,,全世界的,,86,1576,,exam-data/NETEMVocabulary
liberal,,不严格的、自由的,,85,1577,,exam-data/NETEMVocabulary
immediate,,立即的,,85,1578,,exam-data/NETEMVocabulary
retire,,退休,,85,1579,,exam-data/NETEMVocabulary
bed,,床,,85,1580,,exam-data/NETEMVocabulary
daughter,,女儿,,85,1581,,exam-data/NETEMVocabulary
substance,,物质,,84,1582,,exam-data/NETEMVocabulary
clone,,克隆,,84,1583,,exam-data/NETEMVocabulary
commission,,委员会、委托,,84,1584,,exam-data/NETEMVocabulary
settle,,解决、定居,,84,1585,,exam-data/NETEMVocabulary
insist,,坚持,,84,1586,,exam-data/NETEMVocabulary
editor,,编辑,,84,1587,,exam-data/NETEMVocabulary
scholar,,学者,,84,1588,,exam-data/NETEMVocabulary
institute,,机构、建立,,84,1589,,exam-data/NETEMVocabulary
unusual,,不平常的,,84,1590,,exam-data/NETEMVocabulary
rare,,稀少的、稀薄的,,84,1591,,exam-data/NETEMVocabulary
fun,,快乐,,84,1592,,exam-data/NETEMVocabulary
nine,,九,,84,1593,,exam-data/NETEMVocabulary
client,,顾客、委托人,,84,1594,,exam-data/NETEMVocabulary
saving,,节省、储蓄金,,84,1595,,exam-data/NETEMVocabulary
quiet,,安静的,,84,1596,,exam-data/NETEMVocabulary
cognitive,,认知的,,84,1597,,exam-data/NETEMVocabulary
smell,,闻,,83,1598,,exam-data/NETEMVocabulary
additional,,附加的,,83,1599,,exam-data/NETEMVocabulary
plastic,,塑料、可塑的,,83,1600,,exam-data/NETEMVocabulary
officer,,官员、军官,,83,1601,,exam-data/NETEMVocabulary
wisdom,,智慧,,83,1602,,exam-data/NETEMVocabulary
mobile,,移动的,,83,1603,,exam-data/NETEMVocabulary
mood,,情绪、心情,,83,1604,,exam-data/NETEMVocabulary
symptom,,症状,,83,1605,,exam-data/NETEMVocabulary
indifferent,,漠不关心的,,83,1606,,exam-data/NETEMVocabulary
neglect,,忽视、疏忽,,82,1607,,exam-data/NETEMVocabulary
transform,,改变,,82,1608,,exam-data/NETEMVocabulary
bright,,明亮的,,82,1609,,exam-data/NETEMVocabulary
recovery,,恢复、重获,,82,1610,,exam-data/NETEMVocabulary
reputation,,名誉,,82,1611,,exam-data/NETEMVocabulary
fault,,错误,,82,1612,,exam-data/NETEMVocabulary
inflation,,通货膨胀,,81,1613,,exam-data/NETEMVocabulary
atmosphere,,气氛,,81,1614,,exam-data/NETEMVocabulary
religion,,宗教、信念,,81,1615,,exam-data/NETEMVocabulary
root,,根、根本,,81,1616,,exam-data/NETEMVocabulary
severe,,严重的,,81,1617,,exam-data/NETEMVocabulary
deny,,否定,,81,1618,,exam-data/NETEMVocabulary
assess,,评估,,81,1619,,exam-data/NETEMVocabulary
extreme,,极端,,81,1620,,exam-data/NETEMVocabulary
introduction,,介绍、传入,,81,1621,,exam-data/NETEMVocabulary
seldom,,很少的,,81,1622,,exam-data/NETEMVocabulary
tip,,末端、小费、提示,,81,1623,,exam-data/NETEMVocabulary
minority,,少数,,81,1624,,exam-data/NETEMVocabulary
relevant,,相关的,,80,1625,,exam-data/NETEMVocabulary
cool,,酷、使冷静,,80,1626,,exam-data/NETEMVocabulary
deserve,,值得、应得,,80,1627,,exam-data/NETEMVocabulary
repeat,,重复,,80,1628,,exam-data/NETEMVocabulary
politician,,政治家,,80,1629,,exam-data/NETEMVocabulary
pose,,摆姿势、造成、提出,,80,1630,,exam-data/NETEMVocabulary
chair,,主席、椅子,,80,1631,,exam-data/NETEMVocabulary
beautiful,,美好的,,80,1632,,exam-data/NETEMVocabulary
organic,,器官的、有机物的,,80,1633,,exam-data/NETEMVocabulary
vital,,重要的,,80,1634,,exam-data/NETEMVocabulary
alternative,,备选的,,80,1635,,exam-data/NETEMVocabulary
cancel,,取消,,80,1636,,exam-data/NETEMVocabulary
depth,,深度,,80,1637,,exam-data/NETEMVocabulary
protein,,蛋白质,,80,1638,,exam-data/NETEMVocabulary
profession,,职业,,79,1639,,exam-data/NETEMVocabulary
specialist,,专家,,79,1640,,exam-data/NETEMVocabulary
mere,,仅仅的,,79,1641,,exam-data/NETEMVocabulary
opposite,,相反的、对立面,,79,1642,,exam-data/NETEMVocabulary
possess,,拥有、具有,,79,1643,,exam-data/NETEMVocabulary
recognition,,认出、承认,,79,1644,,exam-data/NETEMVocabulary
attribute,,属性,,79,1645,,exam-data/NETEMVocabulary
chain,,链,,79,1646,,exam-data/NETEMVocabulary
remote,,遥远的,,79,1647,,exam-data/NETEMVocabulary
tomorrow,,明天、来日,,79,1648,,exam-data/NETEMVocabulary
continent,,洲、大陆,,78,1649,,exam-data/NETEMVocabulary
reduction,,减少、降低,,78,1650,,exam-data/NETEMVocabulary
everyday,,每日的,,78,1651,,exam-data/NETEMVocabulary
percentage,,百分比,,78,1652,,exam-data/NETEMVocabulary
version,,版本,,78,1653,,exam-data/NETEMVocabulary
dramatic,,戏剧性的,,78,1654,,exam-data/NETEMVocabulary
stimulate,,刺激、使兴奋,,78,1655,,exam-data/NETEMVocabulary
arrange,,安排,,78,1656,,exam-data/NETEMVocabulary
faculty,,能力、院系,,78,1657,,exam-data/NETEMVocabulary
praise,,赞美、表扬,,78,1658,praize,exam-data/NETEMVocabulary
volunteer,,志愿者,,78,1659,,exam-data/NETEMVocabulary
stone,,石头,,78,1660,,exam-data/NETEMVocabulary
chapter,,章节,,78,1661,,exam-data/NETEMVocabulary
meanwhile,,与此同时,,77,1662,,exam-data/NETEMVocabulary
perceive,,察觉、理解,,77,1663,,exam-data/NETEMVocabulary
merely,,仅仅,,77,1664,,exam-data/NETEMVocabulary
absorb,,吸收,,77,1665,,exam-data/NETEMVocabulary
belong,,属于,,77,1666,,exam-data/NETEMVocabulary
weak,,弱的,,77,1667,,exam-data/NETEMVocabulary
affair,,事情、事务,,77,1668,,exam-data/NETEMVocabulary
undergraduate,,本科的、本科生,,77,1669,,exam-data/NETEMVocabulary
assign,,分配、指定,,77,1670,,exam-data/NETEMVocabulary
mission,,任务、使命,,77,1671,,exam-data/NETEMVocabulary
joy,,欢乐,,77,1672,,exam-data/NETEMVocabulary
highway,,公路,,77,1673,,exam-data/NETEMVocabulary
publication,,公布、出版,,76,1674,,exam-data/NETEMVocabulary
poetry,,诗歌,,76,1675,,exam-data/NETEMVocabulary
usual,,通常的,,76,1676,,exam-data/NETEMVocabulary
necessity,,必要、必然性,,76,1677,,exam-data/NETEMVocabulary
adjust,,调整,,76,1678,,exam-data/NETEMVocabulary
announce,,宣布,,76,1679,,exam-data/NETEMVocabulary
exposure,,暴露、揭发,,76,1680,,exam-data/NETEMVocabulary
acknowledge,,承认,,76,1681,,exam-data/NETEMVocabulary
imagination,,想象,,76,1682,,exam-data/NETEMVocabulary
locate,,指出、位于,,76,1683,,exam-data/NETEMVocabulary
incentive,,刺激、动机,,76,1684,,exam-data/NETEMVocabulary
victim,,受害者,,76,1685,,exam-data/NETEMVocabulary
airline,,航线,,76,1686,,exam-data/NETEMVocabulary
confident,,自信的,,76,1687,,exam-data/NETEMVocabulary
preference,,偏爱,,76,1688,,exam-data/NETEMVocabulary
approve,,赞同,,76,1689,,exam-data/NETEMVocabulary
borrow,,借,,76,1690,,exam-data/NETEMVocabulary
assignment,,任务,,76,1691,,exam-data/NETEMVocabulary
reliable,,可靠的,,75,1692,,exam-data/NETEMVocabulary
asset,,资产、天赋,,75,1693,,exam-data/NETEMVocabulary
constant,,坚定的、经常的,,75,1694,,exam-data/NETEMVocabulary
leisure,,空闲、悠闲,,75,1695,,exam-data/NETEMVocabulary
considerable,,相当大的,,75,1696,,exam-data/NETEMVocabulary
beauty,,美丽、美人,,75,1697,,exam-data/NETEMVocabulary
massive,,巨大的、大规模的,,75,1698,,exam-data/NETEMVocabulary
council,,理事会,,75,1699,,exam-data/NETEMVocabulary
entire,,完全的,,75,1700,,exam-data/NETEMVocabulary
reverse,,相反的、倒退的,,75,1701,,exam-data/NETEMVocabulary
document,,文档,,75,1702,,exam-data/NETEMVocabulary
skim,,掠过,,75,1703,,exam-data/NETEMVocabulary
optimistic,,乐观的,,74,1704,,exam-data/NETEMVocabulary
somewhat,,稍微,,74,1705,,exam-data/NETEMVocabulary
skilled,,有技能的、熟练的,,74,1706,,exam-data/NETEMVocabulary
appreciate,,欣赏、感激,,74,1707,,exam-data/NETEMVocabulary
entertainment,,招待、娱乐,,74,1708,,exam-data/NETEMVocabulary
nobody,,谁也不、小人物,,74,1709,,exam-data/NETEMVocabulary
satisfaction,,满意、乐事,,74,1710,,exam-data/NETEMVocabulary
recover,,恢复,,74,1711,,exam-data/NETEMVocabulary
apartment,,房间、公寓,,74,1712,,exam-data/NETEMVocabulary
sister,,姐妹,,74,1713,,exam-data/NETEMVocabulary
plate,,盘子,,73,1714,,exam-data/NETEMVocabulary
justify,,证明…正当,,73,1715,,exam-data/NETEMVocabulary
dead,,死去的、麻木的,,73,1716,,exam-data/NETEMVocabulary
ceremony,,仪式,,73,1717,,exam-data/NETEMVocabulary
elsewhere,,在别处,,73,1718,,exam-data/NETEMVocabulary
procedure,,步骤,,73,1719,,exam-data/NETEMVocabulary
unlikely,,不太可能,,73,1720,,exam-data/NETEMVocabulary
strict,,严格的,,73,1721,,exam-data/NETEMVocabulary
stick,,棍、刺、粘贴,,73,1722,,exam-data/NETEMVocabulary
observation,,观察、言论,,73,1723,,exam-data/NETEMVocabulary
convey,,传达、输送,,73,1724,,exam-data/NETEMVocabulary
virtual,,虚拟、实际上的,,73,1725,,exam-data/NETEMVocabulary
discourage,,使泄气,,73,1726,discorage,exam-data/NETEMVocabulary
jam,,拥堵、果酱,,73,1727,,exam-data/NETEMVocabulary
location,,位置,,73,1728,,exam-data/NETEMVocabulary
coach,,教练,,73,1729,,exam-data/NETEMVocabulary
merit,,优点、价值、值得,,73,1730,,exam-data/NETEMVocabulary
occasion,,机会、重大活动,,73,1731,,exam-data/NETEMVocabulary
bottle,,瓶子,,73,1732,,exam-data/NETEMVocabulary
implication,,后果、言下之意,,72,1733,,exam-data/NETEMVocabulary
inevitable,,不可避免的,,72,1734,,exam-data/NETEMVocabulary
wind,,风,,72,1735,,exam-data/NETEMVocabulary
surprise,,惊讶,,72,1736,surprize,exam-data/NETEMVocabulary
independence,,独立,,72,1737,,exam-data/NETEMVocabulary
aside,,在旁边,,72,1738,,exam-data/NETEMVocabulary
bind,,结合、约束、捆绑,,72,1739,,exam-data/NETEMVocabulary
capture,,捕获、战利品、拍摄、引起注意,,72,1740,,exam-data/NETEMVocabulary
satisfy,,满意、使确信,,72,1741,,exam-data/NETEMVocabulary
recruit,,招募、新兵,,72,1742,,exam-data/NETEMVocabulary
skin,,皮,,72,1743,,exam-data/NETEMVocabulary
retail,,零售,,72,1744,,exam-data/NETEMVocabulary
sick,,生病的,,72,1745,,exam-data/NETEMVocabulary
grain,,谷物,,72,1746,,exam-data/NETEMVocabulary
eager,,渴望的,,72,1747,,exam-data/NETEMVocabulary
proposal,,提议、求婚,,72,1748,,exam-data/NETEMVocabulary
excerpt,,摘录,,72,1749,,exam-data/NETEMVocabulary
brief,,简短的,,71,1750,,exam-data/NETEMVocabulary
fruit,,水果,,71,1751,,exam-data/NETEMVocabulary
scene,,场景,,71,1752,,exam-data/NETEMVocabulary
hide,,隐藏,,71,1753,,exam-data/NETEMVocabulary
export,,输出、出口,,71,1754,,exam-data/NETEMVocabulary
exhibition,,展览会、陈列,,71,1755,,exam-data/NETEMVocabulary
length,,长度,,71,1756,,exam-data/NETEMVocabulary
cultivate,,耕作、培养,,71,1757,,exam-data/NETEMVocabulary
border,,边界,,71,1758,,exam-data/NETEMVocabulary
edge,,边、刀口,,71,1759,,exam-data/NETEMVocabulary
recycle,,回收,,71,1760,,exam-data/NETEMVocabulary
treasure,,宝藏,,71,1761,,exam-data/NETEMVocabulary
bacteria,,细菌,,71,1762,,exam-data/NETEMVocabulary
selection,,选择、精选物,,70,1763,,exam-data/NETEMVocabulary
sustain,,支撑、忍受,,70,1764,,exam-data/NETEMVocabulary
everybody,,每人,,70,1765,,exam-data/NETEMVocabulary
helpful,,有帮助的,,70,1766,,exam-data/NETEMVocabulary
instrument,,工具、乐器,,70,1767,,exam-data/NETEMVocabulary
tired,,疲惫的,,70,1768,tyred,exam-data/NETEMVocabulary
hair,,头发,,70,1769,,exam-data/NETEMVocabulary
admission,,允许进入、承认,,70,1770,,exam-data/NETEMVocabulary
regardless,,不顾、不管怎样,,70,1771,,exam-data/NETEMVocabulary
empty,,空的,,70,1772,,exam-data/NETEMVocabulary
spring,,春天、跳跃,,70,1773,,exam-data/NETEMVocabulary
valley,,山谷,,70,1774,,exam-data/NETEMVocabulary
clothing,,衣物,,70,1775,,exam-data/NETEMVocabulary
nice,,很好的,,70,1776,,exam-data/NETEMVocabulary
universe,,宇宙,,69,1777,,exam-data/NETEMVocabulary
pursuit,,追求、追赶,,69,1778,,exam-data/NETEMVocabulary
conscious,,神志清醒的、意识到的,,69,1779,,exam-data/NETEMVocabulary
laugh,,笑,,69,1780,,exam-data/NETEMVocabulary
confront,,使面临、勇敢地面对,,69,1781,,exam-data/NETEMVocabulary
assumption,,假定,,69,1782,,exam-data/NETEMVocabulary
equality,,同等,,69,1783,,exam-data/NETEMVocabulary
glass,,玻璃、玻璃杯,,69,1784,,exam-data/NETEMVocabulary
entitle,,给……题名、给……权利,,69,1785,,exam-data/NETEMVocabulary
prompt,,敏捷的、提示,,69,1786,,exam-data/NETEMVocabulary
suspect,,怀疑,,69,1787,,exam-data/NETEMVocabulary
spirit,,精神,,69,1788,,exam-data/NETEMVocabulary
hero,,英雄,,69,1789,,exam-data/NETEMVocabulary
wild,,野生的,,69,1790,,exam-data/NETEMVocabulary
muscle,,肌肉、体力,,69,1791,,exam-data/NETEMVocabulary
beat,,击败,,69,1792,,exam-data/NETEMVocabulary
peak,,最高点,,69,1793,,exam-data/NETEMVocabulary
arm,,手臂,,69,1794,,exam-data/NETEMVocabulary
shrink,,起皱、减少,,69,1795,,exam-data/NETEMVocabulary
transition,,过渡、转变,,69,1796,,exam-data/NETEMVocabulary
excellent,,优秀的,,69,1797,,exam-data/NETEMVocabulary
delete,,删除,,69,1798,,exam-data/NETEMVocabulary
racial,,种族的,,69,1799,,exam-data/NETEMVocabulary
puzzle,,使……困惑,,68,1800,,exam-data/NETEMVocabulary
witness,,目击、见证,,68,1801,,exam-data/NETEMVocabulary
branch,,枝、分部,,68,1802,,exam-data/NETEMVocabulary
literary,,文学的,,68,1803,,exam-data/NETEMVocabulary
reference,,提及、参考,,68,1804,,exam-data/NETEMVocabulary
minister,,部长,,68,1805,,exam-data/NETEMVocabulary
register,,注册,,68,1806,,exam-data/NETEMVocabulary
declare,,宣布,,68,1807,,exam-data/NETEMVocabulary
everywhere,,到处,,68,1808,,exam-data/NETEMVocabulary
invent,,发明,,68,1809,,exam-data/NETEMVocabulary
maybe,,可能、大概,,68,1810,,exam-data/NETEMVocabulary
volume,,容积、音量（一）卷,,68,1811,,exam-data/NETEMVocabulary
bar,,条、酒吧,,68,1812,,exam-data/NETEMVocabulary
east,,东、东方的,,68,1813,,exam-data/NETEMVocabulary
resume,,重新开始、恢复、简历,,68,1814,,exam-data/NETEMVocabulary
adolescent,,青少年,,68,1815,,exam-data/NETEMVocabulary
dance,,跳舞,,68,1816,,exam-data/NETEMVocabulary
hill,,小山,,68,1817,,exam-data/NETEMVocabulary
season,,季节,,68,1818,,exam-data/NETEMVocabulary
nevertheless,,然而,,67,1819,,exam-data/NETEMVocabulary
congress,,代表大会,,67,1820,,exam-data/NETEMVocabulary
fifty,,五十,,67,1821,,exam-data/NETEMVocabulary
urgent,,紧迫的,,67,1822,,exam-data/NETEMVocabulary
category,,类别,,67,1823,,exam-data/NETEMVocabulary
infant,,婴幼儿,,67,1824,,exam-data/NETEMVocabulary
convenient,,方便的,,67,1825,,exam-data/NETEMVocabulary
battle,,战斗,,67,1826,,exam-data/NETEMVocabulary
vulnerable,,易受攻击的、脆弱的,,67,1827,,exam-data/NETEMVocabulary
committee,,委员会,,67,1828,,exam-data/NETEMVocabulary
band,,乐队、带子,,67,1829,,exam-data/NETEMVocabulary
football,,足球,,67,1830,,exam-data/NETEMVocabulary
dress,,穿,,67,1831,,exam-data/NETEMVocabulary
vacation,,假期,,67,1832,,exam-data/NETEMVocabulary
reasonable,,合理的,,66,1833,,exam-data/NETEMVocabulary
odd,,奇数的、奇怪的,,66,1834,,exam-data/NETEMVocabulary
significance,,重要性,,66,1835,,exam-data/NETEMVocabulary
examination,,考试,,66,1836,,exam-data/NETEMVocabulary
detect,,查明、发现,,66,1837,,exam-data/NETEMVocabulary
